(age_group(MiddleAdults))(house_owner(N)) --> (buy(3)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1018)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1019)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1020)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1024)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1025)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1027)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1028)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1029)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1031)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1032)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1035)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1037)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1041)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1043)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1044)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1046)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1047)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1048)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1049)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1054)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1058)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1059)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1060)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1061)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1062)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1064)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1068)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1069)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1070)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1072)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1073)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1074)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1078)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1083)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1084)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1086)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1089)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1096)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1098)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1099)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1100)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1101)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1103)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1104)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1107)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1109)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1110)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1116)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1120)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1122)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1123)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1126)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1127)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1128)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1129)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1132)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1133)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1134)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1136)), {C=0.002565512186182884, S=0.001361735239762669}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1143)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1144)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1146)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1152)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1160)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1162)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1165)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1167)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1169)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1172)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1173)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1175)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1177)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1182)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1184)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1185)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1189)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1192)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1197)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1198)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1199)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1200)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1201)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1202)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1204)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1205)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1206)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1207)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1212)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1214)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1215)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1217)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1219)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1221)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1222)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1223)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1224)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1226)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1227)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1230)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1233)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1234)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1236)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1237)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1239)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1240)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1241)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1243)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1244)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1245)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1246)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1251)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1254)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1255)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1259)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1260)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1265)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1268)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1270)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1272)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1273)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1275)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1276)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1277)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1281)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1282)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1286)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1287)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1289)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1295)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1296)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1297)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1298)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1299)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1301)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1302)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1304)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1307)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1308)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1309)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1312)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1313)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1315)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1316)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1319)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1320)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1321)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1323)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1324)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1325)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1326)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1328)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1332)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1334)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1336)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1337)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1339)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1341)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1344)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1345)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1349)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1351)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1352)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1353)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1357)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1358)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1362)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(1363)), {C=0.001282756093091442, S=0.0006808676198813345}
