(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(2)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1016)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1017)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1018)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1019)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1020)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1021)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1022)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1023)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1024)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1025)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1026)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1027)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1028)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1029)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1030)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1031)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1034)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1035)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1036)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1037)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1038)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1039)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1040)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1041)), {C=0.0018279569892473118, S=0.001653535648283241}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1042)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1043)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1044)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1045)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1046)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1047)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1048)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1049)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1050)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1051)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1052)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1053)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1054)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1055)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1056)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1057)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1058)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1059)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1060)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1061)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1062)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1063)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1064)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1065)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1066)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1068)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1070)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1071)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1072)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1073)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1075)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1076)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1077)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1078)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1079)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1080)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1081)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1082)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1083)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1084)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1085)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1086)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1087)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1088)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1089)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1090)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1091)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1092)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1093)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1094)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1095)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1096)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1097)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1098)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1099)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1100)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1101)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1102)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1103)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1104)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1106)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1107)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1108)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1109)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1111)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1112)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1113)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1114)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1115)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1117)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1118)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1119)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1120)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1121)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1122)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1123)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1124)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1125)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1126)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1127)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1128)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1129)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1130)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1131)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1132)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1133)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1134)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1135)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1136)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1137)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1138)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1139)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1140)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1141)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1142)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1143)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1144)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1145)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1146)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1147)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1148)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1149)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1150)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1151)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1152)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1153)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1154)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1155)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1156)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1157)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1158)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1159)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1160)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1161)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1162)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1163)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1164)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1165)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1166)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1167)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(1168)), {C=0.0008602150537634409, S=0.0007781344227215252}
