(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(3)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1450)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1451)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1452)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1459)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1461)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1462)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1465)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1467)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1470)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1479)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1483)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1485)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1486)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1488)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1494)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1495)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1498)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1500)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1503)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1510)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1518)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1520)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1525)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1526)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1527)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1528)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1530)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1531)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1533)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1535)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1537)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1542)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1543)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1546)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1550)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1553)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1554)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(1555)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(3)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(4)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(5)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(12)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(13)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(16)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(17)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(28)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(31)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(32)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(38)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(39)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(40)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(42)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(46)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(50)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(56)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(57)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(64)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(66)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(67)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(70)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(75)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(78)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(79)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(83)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(86)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(89)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(90)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(92)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(95)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(106)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(107)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(108)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(111)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(115)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(116)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(120)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(125)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(131)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(133)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(134)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(135)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(137)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(141)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(146)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(148)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(150)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(152)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(156)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(158)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(162)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(163)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(167)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(170)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(172)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(173)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(174)), {C=0.0010379425671779496, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(176)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(180)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(185)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(186)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(189)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(195)), {C=0.0009226156152692885, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(201)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(204)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(212)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(220)), {C=0.0008072886633606274, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(221)), {C=0.0006919617114519663, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(223)), {C=0.0005766347595433053, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(High School Degree)) --> (buy(225)), {C=0.0005766347595433053, S=0.00048633401420095323}
