(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(3)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1419)), {C=0.0011207335710646969, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1420)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1421)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1426)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1427)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1429)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1433)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1435)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1438)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1439)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1440)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1445)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1446)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1449)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1450)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1452)), {C=0.0011207335710646969, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1456)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1458)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1460)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1461)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1462)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1463)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1465)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1467)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1468)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1469)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1472)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1473)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1474)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1479)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1480)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1483)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1485)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1491)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1492)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1494)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1495)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1497)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1498)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1500)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1502)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1505)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1506)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1507)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1509)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1511)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1516)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1520)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1521)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1523)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1525)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1529)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1532)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1535)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1537)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1538)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1539)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1544)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1546)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1550)), {C=0.0010188487009679063, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1554)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1555)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(1556)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(3)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(5)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(7)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(8)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(16)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(17)), {C=0.0009169638308711156, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(18)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(19)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(21)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(25)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(28)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(29)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(32)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(36)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(42)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(43)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(45)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(46)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(50)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(59)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(61)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(63)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(64)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(66)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(67)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(72)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(73)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(75)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(79)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(82)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(85)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(86)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(90)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(92)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(96)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(107)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(109)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(110)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(116)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(119)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(120)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(125)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(129)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(130)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(131)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(146)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(148)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(152)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(153)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(158)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(162)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(163)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(167)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(174)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(179)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(181)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(182)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(185)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(186)), {C=0.0007131940906775343, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(194)), {C=0.000815078960774325, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(197)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(202)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(212)), {C=0.0006113092205807438, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(214)), {C=0.0005094243504839531, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(220)), {C=0.0006113092205807438, S=0.0005836008170411438}
