(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(3)), {C=0.0011237102870569006, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1479)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1485)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1488)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1492)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1500)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1502)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1503)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1505)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1511)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1520)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1527)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1529)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1532)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1534)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1538)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1539)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1544)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1546)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1550)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1552)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1554)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1556)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(3)), {C=0.0011237102870569006, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(5)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(8)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(15)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(17)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(26)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(27)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(30)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(32)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(40)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(42)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(44)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(46)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(50)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(59)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(61)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(64)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(66)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(67)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(69)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(70)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(73)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(77)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(80)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(82)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(85)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(92)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(95)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(96)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(107)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(109)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(118)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(119)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(120)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(121)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(125)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(126)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(137)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(138)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(148)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(150)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(162)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(164)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(174)), {C=0.0010215548064153642, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(176)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(181)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(182)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(183)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(186)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(187)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(193)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(194)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(196)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(199)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(207)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(212)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(220)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(221)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(223)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(226)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(228)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(230)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(232)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(243)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(246)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(254)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(256)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(259)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(263)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(270)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(282)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(284)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(286)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(292)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(294)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(296)), {C=0.0008172438451322913, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(297)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(299)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(304)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(309)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(313)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(316)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(323)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(334)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(336)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(339)), {C=0.0006129328838492185, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(340)), {C=0.0010215548064153642, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(342)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(344)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(347)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(350)), {C=0.0007150883644907549, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(351)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(352)), {C=0.0005107774032076821, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(358)), {C=0.0009193993257738277, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(360)), {C=0.0007150883644907549, S=0.0006808676198813345}
